2.660739999999999772e-01 1.091710000000000041e-01 2.071749999999999980e-01 -8.491790000000000171e-01 2.617180000000000062e-01 1.685208999999999957e+00 -2.328280000000000072e-01 4.657749999999999946e-01 -1.541859999999999897e-01 1.867520999999999987e+00
2.660739999999999772e-01 4.153669999999999862e-01 8.981400000000000494e-02 -6.850100000000000078e-01 2.617180000000000062e-01 -9.308560000000000167e-01 2.956770000000000231e-01 -5.861910000000000176e-01 2.511729999999999796e-01 -8.737789999999999724e-01
2.105307999999999957e+00 -7.925699999999999412e-02 2.391830000000000067e-01 -1.152363000000000026e+00 -9.895760000000000112e-01 1.072649999999999992e-01 -3.460799999999999987e-01 -2.179146999999999945e+00 -1.463807999999999998e+00 4.134800000000000142e-01
-1.289289999999999881e-01 2.280799999999999841e-02 1.929500000000000104e-01 8.377750000000000474e-01 2.617180000000000062e-01 1.269959999999999978e+00 2.579270000000000174e-01 -8.970000000000000195e-02 1.721000000000000090e-03 1.118524000000000074e+00
-5.486599999999999810e-02 2.269390000000000018e-01 3.209799999999999875e-01 -9.058410000000000073e-01 2.617180000000000062e-01 -1.553728999999999916e+00 6.731819999999999471e-01 -2.534876000000000129e+00 -1.307900999999999980e+00 -1.592651000000000039e+00
-2.647109999999999741e-01 -9.496000000000000274e-02 1.512999999999999935e-02 -5.973460000000000436e-01 2.617180000000000062e-01 -8.478069999999999773e-01 2.579270000000000174e-01 -6.623769999999999936e-01 -2.165489999999999915e-01 -7.847760000000000291e-01
-3.140870000000000051e-01 1.641289999999999971e-01 2.000629999999999908e-01 1.324929999999999997e-01 2.617180000000000062e-01 2.318389999999999895e-01 -6.326000000000000026e-03 -8.687629999999999519e-01 -4.660009999999999986e-01 3.459709999999999730e-01
1.549800000000000066e-01 -3.226439999999999864e-01 1.751679999999999904e-01 1.265259999999999996e-01 1.723399999999999932e-01 1.487900000000000056e-01 2.956770000000000231e-01 2.232179999999999997e-01 1.888100000000000056e-01 8.724400000000000210e-02
5.129510000000000458e-01 -8.597000000000000475e-03 -4.532900000000000124e-02 -1.738143999999999911e+00 -1.525844999999999896e+00 8.547120000000000273e-01 2.862706000000000195e+00 1.585169999999999968e+00 2.823539999999999939e-01 -8.721800000000000386e-02
1.549800000000000066e-01 -4.482630000000000225e-01 3.565440000000000276e-01 -3.837000000000000133e-03 2.617180000000000062e-01 -3.495090000000000141e-01 -8.182699999999999696e-02 -1.173669999999999991e-01 -2.165489999999999915e-01 -1.442630000000000023e-01
-6.721000000000000585e-02 -2.755369999999999764e-01 2.534089999999999954e-01 3.715260000000000229e-01 -1.078955000000000108e+00 4.394629999999999925e-01 -2.328280000000000072e-01 -3.357899999999999774e-01 3.447169999999999956e-01 6.936280000000000223e-01
-1.042410000000000003e-01 -3.383459999999999801e-01 3.849960000000000049e-01 -9.627499999999999947e-02 2.617180000000000062e-01 -7.232319999999999860e-01 8.619339999999999780e-01 -1.838259999999999894e-01 2.511729999999999796e-01 -9.602990000000000137e-01
